Time,Key pressed,Key released
3.10344,Key.shift,None
3.61544,None,Key.shift
3.71943,Key.shift,None
4.21934,Key.shift,None
4.2666,Key.shift,None
4.29784,Key.shift,None
4.3291,Key.shift,None
4.36035,Key.shift,None
4.39215,Key.shift,None
4.4232,Key.shift,None
4.45329,Key.shift,None
4.47119,None,Key.shift
5.31942,1,None
5.41542,2,None
5.47141,None,1
5.52741,3,None
5.59143,None,2
5.63925,None,3
5.91142,Key.shift,None
6.07121,C,None
6.18341,None,C
6.22341,A,None
6.37541,None,A
6.38336,P,None
6.47942,None,P
6.60741,None,Key.shift
7.24724,a,None
7.37541,b,None
7.38343,None,a
7.45541,None,b
7.5434,c,None
7.63137,None,c
7.7914,Key.shift,None
7.9754,!,None
8.11139,None,Key.shift
8.11942,None,1
10.83939,Key.shift,None
11.34351,Key.shift,None
11.37417,Key.shift,None
11.39136,None,Key.shift
11.91938,Key.shift,None
12.14336,None,Key.shift
12.84737,1,None
13.03936,2,None
13.08736,None,1
13.15936,None,2
13.23936,3,None
13.36736,None,3
14.07136,Key.shift,None
14.31109,C,None
14.40735,None,C
14.41537,None,Key.shift
14.54318,a,None
14.65536,None,a
14.78334,p,None
14.87935,None,p
15.28734,Key.backspace,None
15.34335,None,Key.backspace
15.54334,Key.backspace,None
15.59129,None,Key.backspace
15.70334,Key.shift,None
15.87934,A,None
16.03134,None,A
16.31903,P,None
16.42333,None,P
16.50333,None,Key.shift
17.52733,1,None
17.66332,2,None
17.68732,None,1
17.78331,3,None
17.83932,None,2
17.94332,None,3
19.35837,Key.backspace,None
19.4313,None,Key.backspace
19.5352,Key.backspace,None
19.58315,None,Key.backspace
19.67906,Key.backspace,None
19.751,None,Key.backspace
20.45536,a,None
20.56729,None,a
20.57532,b,None
20.67131,None,b
20.8073,c,None
20.9273,None,c
21.03113,Key.shift,None
21.25529,!,None
21.33529,None,Key.shift
21.36725,None,1
23.40711,Key.enter,None
23.54327,None,Key.enter
24.34327,1,None
24.46327,2,None
24.50327,None,1
24.57527,None,2
24.65527,3,None
24.77527,None,3
25.11927,Key.shift,None
25.31125,C,None
25.41527,None,C
25.49509,A,None
25.62326,None,A
25.86326,P,None
26.01507,None,P
26.09526,None,Key.shift
26.36726,a,None
26.47925,None,a
26.51926,b,None
26.60725,None,b
26.67904,c,None
26.77525,None,c
26.97525,Key.shift,None
27.13525,!,None
27.25524,None,!
27.26311,None,Key.shift
28.94324,Key.enter,None
29.07113,None,Key.enter
30.40723,1,None
30.51122,2,None
30.58265,None,1
30.60722,3,None
30.67123,None,2
30.69482,None,3
31.31105,Key.shift,None
31.52705,C,None
31.62321,None,C
31.70322,A,None
31.87121,None,A
31.88721,P,None
31.99914,None,P
32.04721,None,Key.shift
33.7672,a,None
33.8392,None,a
33.9032,b,None
34.02319,None,b
34.33519,c,None
34.47115,None,c
35.39901,Key.shift,None
35.79118,!,None
35.91118,None,Key.shift
35.91921,None,1
36.99118,Key.enter,None
37.13517,None,Key.enter
38.63916,1,None
38.7346,2,None
38.79116,None,1
38.86316,None,2
38.92716,3,None
39.02315,None,3
