Time,Key pressed,Key released
1.90252,1,None
1.99462,2,None
2.06588,None,1
2.09614,None,2
2.15955,3,None
2.2903,None,3
3.04519,Key.shift,None
3.32982,C,None
3.40274,None,C
3.46038,A,None
3.59651,None,A
3.89626,P,None
3.97353,None,P
4.06388,None,Key.shift
4.17858,a,None
4.31137,None,a
4.34954,b,None
4.45544,None,b
4.57084,c,None
4.64005,None,c
4.72771,Key.shift,None
5.12994,!,None
5.27335,None,!
5.33343,None,Key.shift
5.54634,Key.enter,None
5.62613,None,Key.enter
6.19374,1,None
6.29472,2,None
6.36177,None,1
6.38751,None,2
6.47431,3,None
6.57193,None,3
7.46297,Key.shift,None
7.85091,C,None
7.93402,None,C
7.98685,A,None
8.12503,None,A
8.29388,P,None
8.36668,None,P
8.50151,None,Key.shift
8.64653,a,None
8.79466,None,a
8.80373,b,None
8.89525,None,b
9.02373,c,None
9.0955,None,c
9.17429,Key.shift,None
9.53245,!,None
9.6782,None,!
9.71304,None,Key.shift
9.81881,Key.enter,None
9.89165,None,Key.enter
10.50417,1,None
10.56553,2,None
10.69148,None,2
10.69549,None,1
10.81605,3,None
10.94173,None,3
11.74739,Key.shift,None
12.2682,C,None
12.35597,None,C
12.42906,A,None
12.57199,None,A
12.7312,P,None
12.8063,None,P
12.88238,None,Key.shift
13.07541,a,None
13.19656,b,None
13.20857,None,a
13.28847,None,b
13.40358,c,None
13.48582,None,c
13.55539,Key.shift,None
13.85545,!,None
14.01111,None,!
14.04694,None,Key.shift
14.187,Key.enter,None
14.26972,None,Key.enter
14.73681,1,None
14.85949,2,None
14.9124,None,1
14.9722,None,2
15.04338,3,None
15.14141,None,3
15.41126,Key.shift,None
15.81413,C,None
15.91485,None,C
15.93769,A,None
16.06566,None,A
16.27873,P,None
16.36558,None,P
16.54245,None,Key.shift
16.88339,a,None
17.03302,None,a
17.05612,b,None
17.15543,None,b
17.28144,c,None
17.36427,None,c
17.4765,Key.shift,None
17.78933,!,None
17.92732,None,!
17.96752,None,Key.shift
18.06134,Key.enter,None
18.1561,None,Key.enter
18.92151,1,None
19.01716,2,None
19.07734,None,1
19.13361,None,2
19.18884,3,None
19.30263,None,3
19.57139,Key.shift,None
19.92437,C,None
20.00195,None,C
20.05455,A,None
20.18113,None,A
20.38864,P,None
20.47542,None,P
20.62012,None,Key.shift
20.78088,a,None
20.89665,b,None
20.90777,None,a
20.99316,None,b
21.11718,c,None
21.19261,None,c
21.23775,Key.shift,None
21.56661,!,None
21.81625,None,!
21.87631,None,Key.shift
22.67766,Key.enter,None
22.75711,None,Key.enter
23.46235,Key.shift,None
23.69822,None,Key.shift
23.9892,1,None
24.07054,2,None
24.15289,None,1
24.17262,None,2
24.23287,3,None
24.32929,None,3
24.55075,Key.shift,None
24.89163,C,None
24.96797,None,C
25.0224,A,None
25.13082,None,A
25.39847,P,None
25.47543,None,P
25.5324,None,Key.shift
25.7034,a,None
25.82751,None,a
25.85938,b,None
25.93298,None,b
26.0563,c,None
26.13409,None,c
26.22844,Key.shift,None
26.5324,!,None
26.68869,None,!
26.72838,None,Key.shift
26.80813,Key.enter,None
26.8862,None,Key.enter
27.41138,1,None
27.48435,2,None
27.57204,None,1
27.61438,None,2
27.68557,3,None
27.76115,None,3
29.60361,Key.shift,None
29.97882,C,None
30.05539,None,C
30.09459,A,None
30.21251,None,A
30.6157,P,None
30.69321,None,P
30.81187,None,Key.shift
30.92747,a,None
31.04945,b,None
31.06407,None,a
31.14597,None,b
31.27493,c,None
31.35067,None,c
31.41797,Key.shift,None
31.72332,!,None
31.86385,None,!
31.91697,None,Key.shift
31.96238,Key.enter,None
32.04494,None,Key.enter
32.64638,1,None
32.73606,2,None
32.81308,None,1
32.86026,None,2
32.95465,3,None
33.0474,None,3
33.26862,Key.shift,None
33.5331,C,None
33.61643,None,C
33.72225,A,None
33.88035,None,A
33.96163,P,None
34.04488,None,P
34.1446,None,Key.shift
34.30415,a,None
34.41635,b,None
34.43631,None,a
34.51742,None,b
34.63057,c,None
34.71283,None,c
34.79429,Key.shift,None
35.0892,!,None
35.22174,None,!
35.25278,None,Key.shift
35.36593,Key.enter,None
35.4733,None,Key.enter
36.76401,1,None
36.86265,2,None
36.93635,None,1
36.98636,None,2
37.05056,3,None
37.17037,None,3
38.05701,Key.shift,None
38.56927,C,None
38.65198,None,C
38.69484,A,None
38.84801,None,A
39.19389,P,None
39.27703,None,P
39.4821,None,Key.shift
40.40454,a,None
40.52125,b,None
40.5333,None,a
40.59539,None,b
40.73835,c,None
40.83063,None,c
40.9243,Key.shift,None
43.7031,!,None
43.82053,None,!
43.89615,None,Key.shift
44.68028,Key.enter,None
44.77674,None,Key.enter
45.51979,1,None
45.62129,2,None
45.67471,None,1
45.72041,None,2
45.79722,3,None
45.89978,None,3
46.11897,Key.shift,None
46.37336,C,None
46.46354,None,C
46.53226,A,None
46.64996,None,A
46.84419,P,None
46.90643,None,P
47.03323,None,Key.shift
47.18204,a,None
47.30262,b,None
47.3146,None,a
47.39438,None,b
47.52761,c,None
47.61361,None,c
47.7019,Key.shift,None
48.02553,!,None
48.20836,None,!
48.26817,None,Key.shift
