Time,Key pressed,Key released
1.05336,1,None
1.18656,2,None
1.29444,3,None
1.2979,None,1
1.41862,None,2
1.45477,None,3
1.84164,Key.shift,None
2.01376,C,None
2.1015,None,C
2.22939,A,None
2.31754,P,None
2.32905,None,A
2.41737,None,P
2.43777,None,Key.shift
2.56151,a,None
2.66586,None,a
2.7896,b,None
2.8979,None,b
2.92767,c,None
3.00385,None,c
3.15272,Key.shift,None
3.27651,!,None
3.40835,None,!
3.44906,None,Key.shift
3.5756,Key.enter,None
3.69974,None,Key.enter
3.84258,1,None
3.97063,2,None
4.0068,None,1
4.07856,3,None
4.1021,None,2
4.15508,None,3
4.42862,Key.shift,None
4.57033,C,None
4.66477,None,C
4.72436,A,None
4.85258,None,A
4.88903,None,Key.shift
5.22859,Key.shift,None
5.35261,P,None
5.44031,None,P
5.48506,None,Key.shift
5.59749,a,None
5.70605,None,a
5.72641,b,None
5.83073,None,b
5.84548,c,None
5.92606,None,c
6.0954,Key.shift,None
6.31942,!,None
6.40754,None,!
6.4681,None,Key.shift
6.60752,Key.enter,None
6.74376,None,Key.enter
6.87736,1,None
7.01354,2,None
7.05312,3,None
7.0609,None,1
7.12502,None,2
7.14997,None,3
7.48874,Key.shift,None
7.61255,C,None
7.71646,None,C
7.9364,P,None
7.99237,None,P
8.37687,None,Key.shift
8.61325,Key.backspace,None
8.71752,Key.shift,None
8.74539,None,Key.backspace
8.89367,A,None
9.00148,None,A
9.05836,P,None
9.13755,None,P
9.25766,None,Key.shift
9.33756,a,None
9.42547,None,a
9.46947,b,None
9.56563,None,b
9.5732,c,None
9.65368,None,c
9.79046,Key.shift,None
9.89449,!,None
10.02624,None,!
10.07896,None,Key.shift
10.17254,Key.enter,None
10.30063,None,Key.enter
10.45462,1,None
10.59034,2,None
10.65444,None,1
10.67038,3,None
10.73062,None,2
10.78658,None,3
11.09864,Key.shift,None
11.26649,C,None
11.36206,None,C
11.38248,A,None
11.48256,None,A
11.53052,P,None
11.61475,None,P
11.61921,None,Key.shift
11.74616,a,None
11.83883,None,a
11.87526,b,None
11.96265,c,None
11.98183,None,b
12.04711,None,c
12.18135,Key.shift,None
12.38049,!,None
12.43619,None,!
12.525,None,Key.shift
12.68854,Key.enter,None
12.78859,None,Key.enter
12.80952,1,None
12.90155,2,None
12.98567,3,None
13.00102,None,1
13.05727,None,2
13.10151,None,3
13.39049,Key.shift,None
13.49421,C,None
13.57463,None,C
13.67865,A,None
13.76225,P,None
13.78612,None,A
13.84654,None,P
13.86271,None,Key.shift
13.98622,a,None
14.07918,None,a
14.08007,b,None
14.17825,c,None
14.18185,None,b
14.27064,None,c
14.40381,Key.shift,None
14.51952,!,None
14.63945,None,!
14.69996,None,Key.shift
14.83623,Key.enter,None
14.96846,None,Key.enter
15.12944,1,None
15.16559,2,None
15.28952,3,None
15.29723,None,1
15.36472,None,2
15.40983,None,3
15.73183,Key.shift,None
15.83165,C,None
15.95142,None,C
16.08754,A,None
16.21183,None,A
16.21493,P,None
16.29693,None,P
16.34366,None,Key.shift
16.48043,a,None
16.5609,None,a
16.62663,b,None
16.73956,None,b
16.78331,c,None
16.84804,None,c
17.01353,Key.shift,None
17.12547,!,None
17.24542,None,!
17.2818,None,Key.shift
17.37458,Key.enter,None
17.51882,None,Key.enter
17.57968,1,None
17.68746,2,None
17.73933,None,1
17.74317,3,None
17.80336,None,2
17.83945,None,3
18.2184,Key.shift,None
18.30568,C,None
18.4103,None,C
18.47804,A,None
18.57844,P,None
18.60637,None,A
18.66231,None,P
18.6747,None,Key.shift
18.80355,a,None
18.87552,b,None
18.88314,None,a
18.98342,None,b
18.98692,c,None
19.07178,None,c
19.2226,Key.shift,None
19.30964,!,None
19.44243,None,!
19.49879,None,Key.shift
19.64949,Key.enter,None
19.76165,None,Key.enter
19.77527,1,None
19.88717,2,None
19.93907,3,None
19.94283,None,1
19.98744,None,2
20.03196,None,3
20.33933,Key.shift,None
20.44333,C,None
20.55531,None,C
20.56761,A,None
20.69574,None,A
20.69631,P,None
20.78806,None,Key.shift
20.78882,None,p
20.93941,a,None
21.02757,None,a
21.02829,b,None
21.12747,c,None
21.14306,None,b
21.21663,None,c
21.39325,Key.shift,None
21.49337,!,None
21.63351,None,!
21.70538,None,Key.shift
21.85651,Key.enter,None
21.96463,None,Key.enter
22.16955,1,None
22.26555,2,None
22.32943,3,None
22.34923,None,1
22.40136,None,2
22.44569,None,3
22.72714,Key.shift,None
22.79966,C,None
22.93133,None,C
22.97173,A,None
23.10338,P,None
23.12301,None,A
23.20334,None,P
23.20741,None,Key.shift
23.33209,a,None
23.41231,b,None
23.42388,None,a
23.52412,None,b
23.52504,c,None
23.62078,None,c
23.73954,Key.shift,None
23.85945,!,None
23.97536,None,!
24.04002,None,Key.shift
24.12331,Key.enter,None
24.21532,None,Key.enter
24.3515,1,None
24.47151,2,None
24.51953,3,None
24.53144,None,1
24.57532,None,2
24.60731,None,3
24.91172,Key.shift,None
25.01174,C,None
25.12741,None,C
25.19575,A,None
25.23878,P,None
25.30696,None,A
25.34733,None,P
25.40366,None,Key.shift
25.57266,a,None
25.7167,None,a
25.74039,b,None
25.83918,None,b
25.85117,c,None
25.93167,None,c
26.1203,Key.shift,None
26.49584,!,None
26.59607,None,!
26.93238,None,Key.shift
