Time,Key pressed,Key released
1.07753,1,None
1.28072,None,1
1.44643,2,None
1.56287,None,2
1.70243,3,None
1.75057,None,3
2.1614,Key.shift,None
2.32146,C,None
2.4253,None,C
2.59682,A,None
2.72507,None,A
2.82952,P,None
2.92137,None,P
3.06609,None,Key.shift
3.17144,a,None
3.29154,None,a
3.45877,b,None
3.56245,c,None
3.57844,None,b
3.66656,None,c
3.93962,Key.shift,None
4.11939,!,None
4.22742,None,!
4.30376,None,Key.shift
4.40154,Key.enter,None
4.6178,None,Key.enter
4.78053,1,None
4.91267,None,1
5.07373,2,None
5.16551,None,2
5.32446,3,None
5.41687,None,3
5.78643,Key.shift,None
5.92643,C,None
6.0384,None,C
6.21436,A,None
6.34252,None,A
6.55442,P,None
6.65015,None,P
6.7067,None,Key.shift
6.84641,a,None
6.95872,None,a
6.9884,b,None
7.12034,c,None
7.13247,None,b
7.20848,None,c
7.46149,Key.shift,None
7.60935,!,None
7.73299,None,!
7.79396,None,Key.shift
7.90349,Key.enter,None
8.01963,None,Key.enter
8.21115,1,None
8.34344,2,None
8.3836,None,1
8.45592,None,2
8.60774,3,None
8.69584,None,3
9.06044,Key.shift,None
9.14466,C,None
9.28036,None,C
9.47255,A,None
9.62043,None,A
9.7244,P,None
9.83228,None,P
9.88913,None,Key.shift
10.00346,a,None
10.10758,None,a
10.15241,b,None
10.23609,c,None
10.24417,None,b
10.32857,None,c
10.59246,Key.shift,None
10.78447,!,None
10.89628,None,!
10.96095,None,Key.shift
11.0236,Key.enter,None
11.19258,None,Key.enter
11.25753,1,None
11.38539,2,None
11.43738,None,1
11.51779,None,2
11.65527,3,None
11.76004,None,3
12.10045,Key.shift,None
12.21638,C,None
12.36439,None,C
12.62043,A,None
12.78045,None,A
12.79628,P,None
12.88847,None,P
12.9926,None,Key.shift
13.11125,a,None
13.22363,None,a
13.26943,b,None
13.3532,c,None
13.37353,None,b
13.44658,None,c
13.63445,Key.shift,None
13.78235,!,None
13.93425,None,!
14.00289,None,Key.shift
14.06128,Key.enter,None
14.20158,None,Key.enter
14.27441,1,None
14.38654,2,None
14.43022,None,1
14.4829,None,2
14.60969,3,None
14.7141,None,3
15.01439,Key.shift,None
15.15824,C,None
15.2742,None,C
15.35782,A,None
15.45824,None,A
15.49054,P,None
15.57019,None,P
15.64682,None,Key.shift
15.78772,a,None
15.86734,None,a
15.91613,b,None
16.05548,c,None
16.07511,None,b
16.14421,None,c
16.32652,Key.shift,None
16.52237,!,None
16.67449,None,!
16.73869,None,Key.shift
16.88027,Key.enter,None
17.02858,None,Key.enter
17.13933,1,None
17.24732,2,None
17.31572,None,1
17.3637,None,2
17.50629,3,None
17.59871,None,3
17.87342,Key.shift,None
18.04109,C,None
18.18495,None,C
18.25331,A,None
18.3733,None,A
18.39377,P,None
18.50123,None,P
18.56564,None,Key.shift
18.69751,a,None
18.78145,b,None
18.80573,None,a
18.90997,None,b
18.92127,c,None
19.01353,None,c
19.22032,Key.shift,None
19.39235,!,None
19.52816,None,!
19.60898,None,Key.shift
19.80119,Key.enter,None
19.93305,None,Key.enter
20.46026,Key.shift,None
20.85228,None,Key.shift
22.44427,1,None
22.59226,2,None
22.65618,3,None
22.67198,None,1
22.75207,None,2
22.81666,None,3
23.41619,Key.shift,None
23.98033,C,None
24.09612,None,C
24.1803,A,None
24.34828,P,None
24.3558,None,A
24.45657,None,P
24.47629,None,Key.shift
24.63708,a,None
24.72498,b,None
24.73695,None,a
24.86099,None,b
24.87337,c,None
24.97378,None,c
25.20329,Key.shift,None
25.3871,!,None
25.53508,None,!
25.66338,None,Key.shift
25.96923,Key.enter,None
26.10897,None,Key.enter
29.10715,1,None
29.18709,2,None
29.24717,None,1
29.2991,None,2
29.42588,3,None
29.52204,None,3
29.83015,Key.shift,None
29.94619,C,None
30.0581,None,C
30.17832,A,None
30.30649,None,A
30.3183,P,None
30.43373,None,P
30.50246,None,Key.shift
30.64824,a,None
30.76787,None,a
30.78116,b,None
30.88832,c,None
30.90496,None,b
30.98046,None,c
31.19042,Key.shift,None
31.3621,!,None
31.48212,None,!
31.54268,None,Key.shift
31.68604,Key.enter,None
31.81838,None,Key.enter
31.91586,1,None
32.04009,2,None
32.14436,3,None
32.15164,None,1
32.2155,None,2
32.25675,None,3
32.56014,Key.shift,None
32.70819,C,None
32.83351,None,C
32.892,A,None
33.04072,None,A
33.04212,P,None
33.12793,None,P
33.19241,None,Key.shift
33.34223,a,None
33.43439,None,a
33.44035,b,None
33.53436,None,b
33.5681,c,None
33.64438,None,c
34.30035,Key.shift,None
34.4158,!,None
34.54002,None,!
34.58459,None,Key.shift
34.66597,Key.enter,None
34.82246,None,Key.enter
34.99507,1,None
35.05086,2,None
35.16702,None,1
35.17049,3,None
35.24718,None,2
35.31617,None,3
35.61002,Key.shift,None
35.858,C,None
35.96589,None,C
36.11782,A,None
36.24972,None,A
36.32611,P,None
36.41,None,P
36.49438,None,Key.shift
36.64102,a,None
36.74133,None,a
36.79739,b,None
36.89307,c,None
36.89633,None,b
36.99335,None,c
37.17005,Key.shift,None
37.32214,!,None
37.45405,None,!
37.59825,None,Key.shift
