Time,Key pressed,Key released
0.94522,1,None
0.95397,None,1
0.96612,2,None
0.9763,None,2
0.98778,3,None
0.99899,None,3
1.00932,Key.shift,None
1.02133,C,None
1.02985,None,Key.shift
1.04111,None,c
1.05135,Key.shift,None
1.06231,A,None
1.07221,None,Key.shift
1.08361,None,a
1.09501,Key.shift,None
1.10575,P,None
1.11696,None,Key.shift
1.12866,None,p
1.14026,a,None
1.15127,None,a
1.16248,b,None
1.17407,None,b
1.18469,c,None
1.19547,None,c
1.20545,Key.shift,None
1.21702,!,None
1.22733,None,Key.shift
1.23798,None,1
1.35101,Key.enter,None
1.36175,None,Key.enter
1.47386,1,None
1.48422,None,1
1.49526,2,None
1.50682,None,2
1.51803,3,None
1.52855,None,3
1.53999,Key.shift,None
1.55095,C,None
1.56191,None,Key.shift
1.57222,None,c
1.5837,Key.shift,None
1.59526,A,None
1.60668,None,Key.shift
1.61813,None,a
1.62883,Key.shift,None
1.6392,P,None
1.65055,None,Key.shift
1.66179,None,p
1.67228,a,None
1.68273,None,a
1.6931,b,None
1.70518,None,b
1.71622,c,None
1.72746,None,c
1.73979,Key.shift,None
1.75153,!,None
1.76144,None,Key.shift
1.77282,None,1
1.88585,Key.enter,None
1.89699,None,Key.enter
2.01033,1,None
2.02216,None,1
2.03274,2,None
2.04436,None,2
2.0554,3,None
2.06684,None,3
2.07808,Key.shift,None
2.08951,C,None
2.10055,None,Key.shift
2.11168,None,c
2.12365,Key.shift,None
2.13537,A,None
2.14536,None,Key.shift
2.15637,None,a
2.16717,Key.shift,None
2.17854,P,None
2.18889,None,Key.shift
2.20027,None,p
2.21216,a,None
2.22278,None,a
2.23299,b,None
2.24367,None,b
2.25735,c,None
2.26811,None,c
2.27857,Key.shift,None
2.29017,!,None
2.30141,None,Key.shift
2.31135,None,1
2.42432,Key.enter,None
2.43572,None,Key.enter
2.54825,1,None
2.55875,None,1
2.56908,2,None
2.57973,None,2
2.59091,3,None
2.60124,None,3
2.6117,Key.shift,None
2.62368,C,None
2.63233,None,Key.shift
2.64337,None,c
2.65488,Key.shift,None
2.66651,A,None
2.67765,None,Key.shift
2.69083,None,a
2.70051,Key.shift,None
2.7117,P,None
2.72172,None,Key.shift
2.73338,None,p
2.74501,a,None
2.75776,None,a
2.76706,b,None
2.77837,None,b
2.79204,c,None
2.80242,None,c
2.81416,Key.shift,None
2.82596,!,None
2.83684,None,Key.shift
2.84819,None,1
2.96019,Key.enter,None
2.97155,None,Key.enter
3.0829,1,None
3.09419,None,1
3.10625,2,None
3.11767,None,2
3.13176,3,None
3.14204,None,3
3.1524,Key.shift,None
3.16448,C,None
3.17515,None,Key.shift
3.18637,None,c
3.19807,Key.shift,None
3.20899,A,None
3.21982,None,Key.shift
3.23059,None,a
3.2421,Key.shift,None
3.25236,P,None
3.26377,None,Key.shift
3.27419,None,p
3.28629,a,None
3.29722,None,a
3.30911,b,None
3.31946,None,b
3.33088,c,None
3.34256,None,c
3.35414,Key.shift,None
3.36485,!,None
3.37636,None,Key.shift
3.3877,None,1
3.49949,Key.enter,None
3.51081,None,Key.enter
3.62441,1,None
3.63463,None,1
3.6495,2,None
3.66102,None,2
3.672,3,None
3.68285,None,3
3.6947,Key.shift,None
3.70552,C,None
3.71674,None,Key.shift
3.72835,None,c
3.74018,Key.shift,None
3.75397,A,None
3.76189,None,Key.shift
3.77338,None,a
3.78365,Key.shift,None
3.79542,P,None
3.80521,None,Key.shift
3.81661,None,p
3.82857,a,None
3.84018,None,a
3.85391,b,None
3.86509,None,b
3.8768,c,None
3.88724,None,c
3.89921,Key.shift,None
3.9093,!,None
3.91961,None,Key.shift
3.93092,None,1
4.04385,Key.enter,None
4.05408,None,Key.enter
4.16604,1,None
4.17839,None,1
4.18858,2,None
4.19999,None,2
4.21186,3,None
4.22348,None,3
4.23511,Key.shift,None
4.24607,C,None
4.25763,None,Key.shift
4.26824,None,c
4.27949,Key.shift,None
4.29126,A,None
4.3043,None,Key.shift
4.31353,None,a
4.32513,Key.shift,None
4.33651,P,None
4.34789,None,Key.shift
4.35905,None,p
4.36988,a,None
4.38109,None,a
4.39325,b,None
4.40527,None,b
4.41549,c,None
4.42658,None,c
4.43841,Key.shift,None
4.44912,!,None
4.46031,None,Key.shift
4.47093,None,1
4.58377,Key.enter,None
4.59514,None,Key.enter
4.70705,1,None
4.71866,None,1
4.72911,2,None
4.74003,None,2
4.75163,3,None
4.76207,None,3
4.7746,Key.shift,None
4.78672,C,None
4.79632,None,Key.shift
4.80695,None,c
4.81867,Key.shift,None
4.83007,A,None
4.84061,None,Key.shift
4.85138,None,a
4.86245,Key.shift,None
4.87434,P,None
4.88495,None,Key.shift
4.89508,None,p
4.90773,a,None
4.91888,None,a
4.93059,b,None
4.94233,None,b
4.95396,c,None
4.96516,None,c
4.97684,Key.shift,None
4.98756,!,None
4.99862,None,Key.shift
5.01026,None,1
5.12245,Key.enter,None
5.13274,None,Key.enter
5.2447,1,None
5.25536,None,1
5.26713,2,None
5.27758,None,2
5.28923,3,None
5.30044,None,3
5.31276,Key.shift,None
5.32315,C,None
5.33334,None,Key.shift
5.3444,None,c
5.35527,Key.shift,None
5.36602,A,None
5.37685,None,Key.shift
5.38817,None,a
5.40001,Key.shift,None
5.4102,P,None
5.42152,None,Key.shift
5.43207,None,p
5.44296,a,None
5.45444,None,a
5.46558,b,None
5.4758,None,b
5.48698,c,None
5.49724,None,c
5.50993,Key.shift,None
5.52059,!,None
5.53148,None,Key.shift
5.54211,None,1
5.65424,Key.enter,None
5.66518,None,Key.enter
5.77646,1,None
5.78797,None,1
5.79959,2,None
5.81108,None,2
5.82268,3,None
5.83372,None,3
5.84579,Key.shift,None
5.85726,C,None
5.8683,None,Key.shift
5.87902,None,c
5.89048,Key.shift,None
5.90213,A,None
5.91283,None,Key.shift
5.92555,None,a
5.93521,Key.shift,None
5.94548,P,None
5.95954,None,Key.shift
5.96745,None,p
5.97889,a,None
5.98925,None,a
6.00071,b,None
6.01221,None,b
6.02584,c,None
6.036,None,c
6.04703,Key.shift,None
6.05867,!,None
6.07,None,Key.shift
6.0801,None,1
