Time,Key pressed,Key released
0.64254,1,None
0.77422,None,1
0.82368,2,None
0.92505,None,2
1.0438,3,None
1.13969,None,3
3.97559,Key.left,None
4.10389,None,Key.left
4.28327,1,None
4.41085,2,None
4.44312,None,1
4.52053,None,2
4.62327,3,None
4.7217,None,3
5.21626,Key.shift,None
5.4834,C,None
5.56122,None,C
5.83158,A,None
5.91851,None,A
6.19878,P,None
6.28539,None,P
6.32842,None,Key.shift
6.45802,a,None
6.55137,None,a
6.59209,b,None
6.6894,None,b
6.80106,c,None
6.88599,None,c
6.93994,Key.shift,None
7.18673,!,None
7.28928,None,!
7.32482,None,Key.shift
7.57397,Key.enter,None
7.66255,None,Key.enter
7.93224,1,None
8.02922,None,1
8.06204,2,None
8.17041,None,2
8.2598,3,None
8.35836,None,3
8.78849,Key.shift,None
9.0109,C,None
9.08808,None,C
9.15659,A,None
9.25006,None,A
9.59712,P,None
9.6868,None,P
9.70777,None,Key.shift
9.87684,a,None
9.97041,None,a
10.02752,b,None
10.11519,None,b
10.2136,c,None
10.281,None,c
10.44463,Key.shift,None
10.65611,None,Key.shift
11.1153,Key.shift,None
12.81672,!,None
12.88553,None,!
13.10732,None,Key.shift
13.72081,Key.enter,None
13.79879,None,Key.enter
13.94139,1,None
14.03925,None,1
14.1099,2,None
14.22024,None,2
14.33812,3,None
14.44118,None,3
14.71818,Key.shift,None
15.10983,C,None
15.15612,None,C
15.32497,A,None
15.43727,None,A
15.57644,P,None
15.66376,None,P
15.69908,None,Key.shift
15.92833,a,None
16.01187,None,a
16.06501,b,None
16.15765,None,b
16.31128,c,None
16.37366,None,c
17.14685,Key.shift,None
17.38025,!,None
17.47231,None,!
17.58758,None,Key.shift
18.06318,Key.enter,None
18.15167,None,Key.enter
18.34726,1,None
18.43819,None,1
18.53677,2,None
18.61928,None,2
18.72474,3,None
18.79193,None,3
19.07053,Key.shift,None
19.28764,C,None
19.38644,None,C
19.47432,A,None
19.60684,None,A
19.89113,P,None
19.97688,None,P
19.98694,None,Key.shift
20.20916,a,None
20.2968,None,a
20.35512,b,None
20.46631,None,b
20.52288,c,None
20.59386,None,c
20.74309,Key.shift,None
20.91388,!,None
21.04029,None,!
21.06107,None,Key.shift
21.25321,Key.enter,None
21.35568,None,Key.enter
21.72034,1,None
21.80788,None,1
21.90758,2,None
21.99497,None,2
22.09669,3,None
22.17396,None,3
22.59727,Key.shift,None
22.85379,C,None
22.94119,None,C
23.23111,None,Key.shift
23.88202,Key.shift,None
23.94369,None,Key.shift
24.18131,Key.shift,None
24.31493,A,None
24.41847,None,A
25.10541,P,None
25.19088,None,P
25.30699,None,Key.shift
25.84041,a,None
25.93795,None,a
25.99672,b,None
26.08901,None,b
26.1591,c,None
26.26317,None,c
26.40147,Key.shift,None
26.66272,!,None
26.7857,None,!
26.83124,None,Key.shift
27.16079,Key.enter,None
27.28705,None,Key.enter
27.83086,1,None
27.91788,None,1
27.98005,2,None
28.07457,None,2
28.1784,3,None
28.24606,None,3
28.47507,Key.shift,None
28.67736,C,None
28.76525,None,C
28.90477,A,None
29.02939,None,A
29.25038,P,None
29.35324,None,P
29.4468,None,Key.shift
29.62641,a,None
29.72605,None,a
29.82478,b,None
29.93316,None,b
30.08105,c,None
30.16856,None,c
30.22822,Key.shift,None
30.50154,!,None
30.60641,None,!
30.66269,None,Key.shift
31.60371,Key.enter,None
31.71949,None,Key.enter
32.57487,1,None
32.66724,None,1
32.74482,2,None
32.83232,None,2
32.92758,3,None
33.04207,None,3
33.33313,Key.shift,None
33.58251,C,None
33.67513,None,C
33.81188,A,None
33.94974,None,A
34.20381,P,None
34.31187,None,P
34.61131,None,Key.shift
34.88589,a,None
34.97692,None,a
35.0871,b,None
35.18264,None,b
35.26574,c,None
35.33804,None,c
35.5221,Key.shift,None
35.78202,!,None
35.89802,None,!
35.95282,None,Key.shift
36.21227,Key.enter,None
36.33432,None,Key.enter
37.22432,1,None
37.29219,None,1
37.37632,2,None
37.46914,None,2
37.57828,3,None
37.6511,None,3
37.85801,Key.shift,None
38.07252,C,None
38.16506,None,C
38.28326,A,None
38.40197,None,A
38.5804,P,None
38.66789,None,P
38.71807,None,Key.shift
39.79305,a,None
39.88631,None,a
40.08635,b,None
40.17297,None,b
40.22625,c,None
40.30902,None,c
40.65373,Key.shift,None
41.13766,!,None
41.21487,None,!
41.29024,None,Key.shift
41.70066,Key.enter,None
41.83321,None,Key.enter
42.68274,1,None
42.77531,None,1
42.86366,2,None
42.95215,None,2
43.05282,3,None
43.1505,None,3
43.36224,Key.shift,None
43.54347,C,None
43.62602,None,C
43.81006,A,None
43.92292,None,A
44.0708,P,None
44.16239,None,P
44.245,None,Key.shift
44.35445,a,None
44.45802,None,a
44.48495,b,None
44.59285,None,b
44.72126,c,None
44.80871,None,c
44.867,Key.shift,None
45.10179,!,None
45.19955,None,!
45.25493,None,Key.shift
45.35636,Key.enter,None
45.45909,None,Key.enter
46.23496,1,None
46.3398,None,1
46.36369,2,None
46.46152,None,2
46.56006,3,None
46.65649,None,3
46.83618,Key.shift,None
47.0476,C,None
47.13516,None,C
47.28723,A,None
47.38724,None,A
47.50111,P,None
47.59883,None,P
47.60235,None,Key.shift
47.83919,a,None
47.94079,None,a
47.98711,b,None
48.07636,None,b
48.1651,c,None
48.2633,None,c
49.13099,Key.shift,None
49.3803,!,None
49.45002,None,!
49.75402,None,Key.shift
