Time,Key pressed,Key released
1.20038,1,None
1.31228,None,1
1.44815,2,None
1.56004,None,2
1.77649,3,None
1.87183,None,3
2.04766,Key.shift,None
2.47965,C,None
2.58355,None,C
3.06429,A,None
3.16796,None,A
3.5524,P,None
3.67987,None,P
3.72806,None,Key.shift
3.89617,a,None
4.00041,None,a
4.1361,b,None
4.24037,None,b
4.41639,c,None
4.5044,None,c
5.22408,Key.enter,None
5.36039,None,Key.enter
5.86422,Key.backspace,None
5.9844,None,Key.backspace
6.08839,Key.shift,None
6.3525,!,None
6.48039,None,!
6.68839,None,Key.shift
6.85639,Key.enter,None
6.95238,None,Key.enter
7.52038,1,None
7.60038,None,1
7.75237,2,None
7.8323,None,2
8.36837,3,None
8.4402,None,3
8.67237,Key.shift,None
9.04837,C,None
9.14436,None,C
9.32036,A,None
9.40836,None,A
10.10436,P,None
10.12816,None,P
10.20036,P,None
10.32035,None,P
10.55234,None,Key.shift
11.00823,a,None
11.08814,None,a
11.2483,b,None
11.31238,None,b
11.46434,c,None
11.54434,None,c
11.60817,Key.shift,None
11.97634,!,None
12.08035,None,!
12.64817,None,Key.shift
12.91244,Key.left,None
13.04033,None,Key.left
13.09633,Key.left,None
13.18411,None,Key.left
13.24033,Key.left,None
13.31233,None,Key.left
13.38433,Key.left,None
13.46433,None,Key.left
13.52833,Key.left,None
13.61633,None,Key.left
14.28032,Key.backspace,None
14.39983,None,Key.backspace
14.76032,Key.right,None
14.85632,None,Key.right
14.90432,Key.right,None
14.98434,None,Key.right
15.04832,Key.right,None
15.11215,None,Key.right
15.20831,Key.right,None
15.24832,None,Key.right
15.32031,Key.right,None
15.35954,None,Key.right
15.43211,Key.right,None
15.52031,None,Key.right
15.88031,Key.enter,None
15.98431,None,Key.enter
16.76831,1,None
16.83213,None,1
16.9123,2,None
17.00831,None,2
17.1363,3,None
17.24829,None,3
17.4403,Key.shift,None
17.8557,C,None
17.92024,A,None
17.9603,None,C
18.06429,None,A
18.10376,P,None
18.2323,None,P
18.44829,None,Key.shift
19.16027,a,None
19.31201,None,a
19.42388,b,None
19.49627,None,b
19.63211,c,None
19.72811,None,c
19.76828,Key.shift,None
20.01628,!,None
20.14411,None,!
20.28828,None,Key.shift
20.48028,Key.enter,None
20.60027,None,Key.enter
20.80828,Key.enter,None
20.92027,None,Key.enter
21.85615,Key.backspace,None
21.96026,None,Key.backspace
23.35208,1,None
23.42425,None,1
23.52824,2,None
23.65625,None,2
23.84025,3,None
23.92825,None,3
24.06408,Key.shift,None
24.44025,C,None
24.54408,A,None
24.55227,None,C
24.66424,None,A
24.95207,B,None
25.08024,None,B
25.36023,Key.backspace,None
25.52024,None,Key.backspace
26.16024,P,None
26.27205,None,P
26.34421,None,Key.shift
26.59221,a,None
26.76008,None,a
26.94408,b,None
27.01573,None,b
27.20803,c,None
27.26422,None,c
27.34381,Key.shift,None
27.49617,!,None
27.60822,None,!
27.68821,None,Key.shift
27.84006,Key.enter,None
27.93531,None,Key.enter
28.07205,Key.shift,None
28.144,None,Key.shift
28.41622,1,None
28.48021,None,1
28.57561,2,None
28.67221,None,2
28.77537,3,None
28.84011,None,3
29.04821,Key.shift,None
29.3362,C,None
29.41603,None,C
29.4722,A,None
29.60021,None,A
29.63221,P,None
29.73621,None,P
29.8642,None,Key.shift
29.9122,Key.shift,None
30.00779,None,Key.shift
30.3442,a,None
30.46385,None,a
30.71219,b,None
30.77619,None,b
30.9442,c,None
31.00819,None,c
31.10419,Key.shift,None
31.27219,!,None
31.40013,None,!
31.47195,None,Key.shift
31.72797,Key.enter,None
31.85618,None,Key.enter
32.25618,1,None
32.34393,None,1
32.49618,2,None
32.60018,None,2
32.72817,3,None
32.80018,None,3
33.10364,Key.shift,None
33.25617,C,None
33.36817,None,C
33.40017,A,None
33.48817,None,A
33.69616,P,None
33.80817,None,P
34.09617,None,Key.shift
34.48016,a,None
34.58409,None,a
34.71216,b,None
34.78416,None,b
34.92016,c,None
35.0001,None,c
37.68814,Key.shift,None
37.92812,!,None
38.04761,None,!
38.07958,None,Key.shift
38.25537,Key.enter,None
38.36013,None,Key.enter
38.87213,Key.shift,None
39.37431,Key.shift,None
39.42046,Key.shift,None
39.45159,Key.shift,None
39.4829,Key.shift,None
39.5139,Key.shift,None
39.54558,Key.shift,None
39.5759,Key.shift,None
39.60693,Key.shift,None
39.63787,Key.shift,None
39.66942,Key.shift,None
39.71625,Key.shift,None
39.74755,Key.shift,None
39.77815,Key.shift,None
39.81044,Key.shift,None
39.84109,Key.shift,None
39.87192,Key.shift,None
39.90259,Key.shift,None
39.9281,None,Key.shift
40.12012,1,None
40.19944,None,1
40.27212,2,None
40.36743,None,2
41.59211,Key.shift,None
41.8721,C,None
41.99209,None,C
42.45523,Key.backspace,None
42.47122,None,Key.shift
42.58411,None,Key.backspace
42.76009,3,None
42.8241,None,3
43.0721,Key.shift,None
43.38409,C,None
43.47209,None,C
43.90409,A,None
44.00809,None,A
44.24809,P,None
44.37608,None,P
44.43209,None,Key.shift
44.66408,a,None
44.76808,None,a
44.94408,b,None
45.04008,None,b
45.20808,c,None
45.28808,None,c
45.32787,Key.shift,None
45.48808,!,None
45.63171,None,!
45.68008,None,Key.shift
45.82407,Key.enter,None
45.96808,None,Key.enter
46.71207,1,None
46.79198,None,1
46.89607,2,None
46.99205,None,2
47.72006,3,None
47.82406,None,3
47.96005,Key.shift,None
48.11206,C,None
48.25606,None,C
48.38398,A,None
48.51941,None,A
48.5354,P,None
48.63123,None,P
49.24003,None,Key.shift
49.59194,Key.shift,None
49.70404,None,Key.shift
50.01604,a,None
50.13604,None,a
50.44804,b,None
50.54404,None,b
50.67214,c,None
50.77603,None,c
50.84715,Key.shift,None
51.25604,!,None
51.37586,None,!
51.65576,None,Key.shift
51.85603,Key.enter,None
51.99201,None,Key.enter
52.46402,1,None
52.57602,None,1
52.67202,2,None
52.78385,None,2
52.92002,3,None
53.00802,None,3
53.14401,Key.shift,None
53.64648,Key.shift,None
53.67779,Key.shift,None
53.72392,Key.shift,None
53.75607,Key.shift,None
53.78567,Key.shift,None
53.81723,Key.shift,None
53.84748,Key.shift,None
53.87837,Key.shift,None
53.91014,Key.shift,None
53.94144,Key.shift,None
53.98779,Key.shift,None
54.01936,Key.shift,None
54.04947,Key.shift,None
54.08049,Key.shift,None
54.11175,Key.shift,None
54.142,Key.shift,None
54.17307,Key.shift,None
54.22014,Key.shift,None
54.25168,Key.shift,None
54.28,C,None
54.35984,None,C
54.52001,A,None
54.576,None,A
54.728,P,None
54.85583,None,P
55.11983,None,Key.shift
55.288,a,None
55.40016,None,a
55.528,b,None
55.60005,None,b
55.75191,c,None
55.82384,None,c
55.88778,Key.shift,None
56.19176,!,None
56.32798,None,!
56.89596,None,Key.shift
60.65568,1,None
60.75995,None,1
60.90395,2,None
61.00795,None,2
61.15195,3,None
61.23196,None,3
61.48793,Key.shift,None
61.79995,C,None
61.91978,None,C
62.12795,None,Key.shift
62.20756,Key.backspace,None
62.31195,None,Key.backspace
62.38394,Key.backspace,None
62.44777,None,Key.backspace
62.50394,Key.backspace,None
62.56794,None,Key.backspace
62.63992,Key.backspace,None
62.72792,None,Key.backspace
62.95195,Key.enter,None
63.07194,None,Key.enter
63.49593,Key.shift,None
63.59993,None,Key.shift
63.79993,1,None
63.87993,None,1
64.07193,2,None
64.17593,None,2
64.29593,3,None
64.39981,None,3
64.54393,Key.shift,None
64.59191,C,None
64.75976,None,C
64.83993,A,None
64.95192,None,A
65.09585,P,None
65.22392,None,P
65.46392,None,Key.shift
65.63994,a,None
65.71991,None,a
65.89592,b,None
65.97591,None,b
66.10391,c,None
66.21546,None,c
66.29591,Key.shift,None
66.51191,!,None
66.63991,None,!
66.71974,None,Key.shift
