Time,Key pressed,Key released
1.21618,1,None
1.32817,2,None
1.38417,None,1
1.3922,3,None
1.43219,None,2
1.47145,None,3
1.82428,Key.shift,None
1.96018,C,None
2.04817,None,C
2.08819,A,None
2.18412,P,None
2.21617,None,A
2.26417,None,P
2.35217,None,Key.shift
2.62417,a,None
2.73617,None,a
2.84017,b,None
2.91217,None,b
2.92019,c,None
3.0,None,c
3.16817,Key.shift,None
3.29584,!,None
3.40816,None,!
3.43992,None,Key.shift
3.76002,Key.enter,None
3.82416,None,Key.enter
4.44015,1,None
4.50415,2,None
4.56016,None,1
4.59216,3,None
4.63998,None,2
4.69616,None,3
5.03215,Key.shift,None
5.20015,C,None
5.27207,A,None
5.28017,None,C
5.39215,P,None
5.41614,None,A
5.48815,None,Key.shift
5.50417,None,p
5.66415,a,None
5.74415,None,a
5.76017,b,None
5.84013,None,b
5.84816,c,None
5.93614,None,c
6.09598,Key.shift,None
6.23185,!,None
6.32797,None,!
6.35997,None,Key.shift
6.52815,Key.enter,None
6.60014,None,Key.enter
8.88812,1,None
8.96812,2,None
9.00762,None,1
9.04812,None,2
9.18412,3,None
9.27204,None,3
9.51212,Key.shift,None
9.64011,C,None
9.75211,None,C
9.76015,A,None
9.87204,None,A
9.92014,P,None
10.02393,None,P
10.07202,None,Key.shift
10.21611,a,None
10.31177,b,None
10.31997,None,a
10.39211,None,b
10.40013,c,None
10.47969,None,c
10.64011,Key.shift,None
10.8081,!,None
10.9121,None,!
10.95194,None,Key.shift
11.04811,Key.enter,None
11.1201,None,Key.enter
11.5841,1,None
11.65608,2,None
11.69589,None,1
11.75211,3,None
11.7921,None,2
11.80811,None,3
12.1121,Key.shift,None
12.25608,C,None
12.36809,None,C
12.37605,A,None
12.48809,P,None
12.51209,None,A
12.57609,None,P
12.60809,None,Key.shift
12.76009,a,None
12.82407,b,None
12.85542,None,a
12.90392,None,b
12.95178,c,None
13.03128,None,c
13.16792,Key.shift,None
13.31209,!,None
13.38408,None,!
13.43191,None,Key.shift
13.53609,Key.enter,None
13.60009,None,Key.enter
13.86408,1,None
13.99208,2,None
14.01603,3,None
14.02405,None,1
14.05552,None,2
14.10408,None,3
14.34407,Key.shift,None
14.47207,C,None
14.56011,None,C
14.56811,A,None
14.68802,P,None
14.72808,None,A
14.78408,None,P
14.824,None,Key.shift
14.98408,a,None
15.072,None,a
15.07998,b,None
15.14408,None,b
15.1601,c,None
15.24807,None,c
15.37607,Key.shift,None
15.71207,!,None
15.86406,None,!
15.89606,None,Key.shift
