Time,Key pressed,Key released
1.17552,1,None
1.30331,None,1
1.39133,2,None
1.50333,None,2
1.60695,3,None
1.67899,None,3
1.91933,Key.shift,None
2.31932,None,Key.shift
2.76684,Key.shift,None
2.93539,C,None
3.03129,None,C
3.04683,A,None
3.19929,P,None
3.22331,None,A
3.30331,None,P
3.40731,None,Key.shift
3.58331,a,None
3.71131,None,a
3.7353,b,None
3.83131,None,b
4.0393,c,None
4.10331,None,c
4.3753,Key.shift,None
4.5993,!,None
4.71928,None,!
4.90313,None,Key.shift
5.15113,Key.enter,None
5.25528,None,Key.enter
5.5513,1,None
5.65528,None,1
5.75129,2,None
5.91129,None,2
6.03112,3,None
6.12729,None,3
6.26329,Key.shift,None
6.55128,C,None
6.63912,A,None
6.65507,None,C
6.78328,None,A
6.82328,P,None
6.94328,None,P
7.04728,None,Key.shift
7.19133,a,None
7.28728,None,a
7.42311,b,None
7.47119,None,b
7.6389,c,None
7.76728,None,c
7.82328,Key.shift,None
8.04727,!,None
8.13527,None,!
8.21527,None,Key.shift
8.31908,Key.enter,None
8.44727,None,Key.enter
8.80726,1,None
8.89527,None,1
8.95926,2,None
9.0711,None,2
9.17527,3,None
9.23926,None,3
9.37526,Key.shift,None
9.49512,C,None
9.63926,None,C
9.67926,A,None
9.83126,None,A
9.92726,P,None
10.02325,None,P
10.10306,None,Key.shift
10.24654,a,None
10.34325,None,a
10.47925,b,None
10.54325,None,b
10.72726,c,None
10.83122,None,c
11.03925,Key.shift,None
11.16725,!,None
11.33525,None,!
11.37525,None,Key.shift
11.55125,Key.enter,None
11.67925,None,Key.enter
11.82324,1,None
11.91124,None,1
11.98324,2,None
12.10328,None,2
12.21525,3,None
12.31924,None,3
12.60723,c,None
12.67923,None,c
12.81507,Key.shift,None
12.93523,Key.backspace,None
13.03923,None,Key.backspace
13.11116,C,None
13.21523,None,C
13.22249,A,None
13.3192,None,A
13.40723,P,None
13.50323,None,P
13.65522,None,Key.shift
13.80721,a,None
13.89523,None,a
14.02306,b,None
14.11122,None,b
14.23122,c,None
14.31122,None,c
14.36727,Key.shift,None
14.64722,!,None
14.71122,None,!
14.78353,None,Key.shift
15.27122,Key.enter,None
15.38322,None,Key.enter
15.71121,1,None
15.7985,None,1
15.89485,2,None
16.01521,None,2
16.13519,3,None
16.19121,None,3
16.32722,Key.shift,None
16.47113,C,None
16.5512,None,C
16.7352,A,None
16.85523,None,A
16.91858,P,None
16.99911,None,P
17.21445,None,Key.shift
17.32716,a,None
17.41486,None,a
17.95912,b,None
18.03833,None,b
18.1832,c,None
18.27102,None,c
18.39119,Key.shift,None
18.53519,!,None
18.71122,None,!
18.74319,None,Key.shift
18.95839,Key.enter,None
19.08667,None,Key.enter
19.25448,Key.shift,None
19.49519,None,Key.shift
19.65517,1,None
19.72718,None,1
19.78318,2,None
19.87919,None,2
19.97514,3,None
20.07108,None,3
20.33518,Key.shift,None
20.48718,C,None
20.58317,None,C
20.62317,A,None
20.76717,None,A
20.95064,P,None
21.0306,None,P
21.36717,None,Key.shift
23.29516,a,None
23.4145,None,a
23.71915,b,None
23.81469,None,b
23.97515,c,None
24.07915,None,c
24.15114,Key.shift,None
24.43097,!,None
24.54309,None,!
24.72713,None,Key.shift
26.45512,Key.enter,None
26.57513,None,Key.enter
26.71912,1,None
26.77512,None,1
26.91112,2,None
27.01512,None,2
27.11112,3,None
27.17512,None,3
27.34311,Key.shift,None
27.40711,C,None
27.51912,None,C
27.59112,A,None
27.72712,None,A
27.78312,P,None
27.88712,None,P
27.9743,None,Key.shift
28.1751,a,None
28.2551,None,a
28.44711,b,None
28.51855,None,b
28.67914,c,None
28.76711,None,c
28.86311,Key.shift,None
29.07094,!,None
29.1831,None,!
29.3431,None,Key.shift
29.90311,Key.enter,None
29.99109,None,Key.enter
30.11055,1,None
30.2071,None,1
30.25509,2,None
30.39909,None,2
30.51894,3,None
30.5911,None,3
30.90226,Key.shift,None
31.183,C,None
31.26292,None,C
31.39879,A,None
31.51868,None,A
31.58262,P,None
31.69452,None,P
31.91031,None,Key.shift
32.00623,a,None
32.13501,None,a
32.36708,b,None
32.44708,None,b
32.59111,c,None
32.68708,None,c
32.81508,Key.shift,None
32.97509,!,None
33.1031,None,!
33.1909,None,Key.shift
33.37508,Key.enter,None
33.48708,None,Key.enter
33.7669,1,None
33.86307,None,1
33.95907,2,None
34.09441,None,2
34.20707,3,None
34.30307,None,3
34.60706,Key.shift,None
34.77506,C,None
34.88706,None,C
35.02306,A,None
35.12706,None,A
35.27098,P,None
35.39105,None,P
35.48687,None,Key.shift
35.591,a,None
35.67906,None,a
35.81505,b,None
35.91905,None,b
36.03113,c,None
36.12705,None,c
36.18305,Key.shift,None
36.33505,!,None
36.46288,None,!
36.82305,None,Key.shift
39.63903,1,None
39.74302,None,1
39.79902,2,None
39.91102,None,2
39.99899,3,None
40.05501,None,3
40.19885,Key.shift,None
40.28701,C,None
40.41501,None,C
40.44702,A,None
40.59901,None,A
40.71837,P,None
40.83101,None,P
40.91901,None,Key.shift
41.03101,a,None
41.11878,None,a
41.23901,b,None
41.31101,None,b
41.44701,c,None
41.52701,None,c
41.583,Key.shift,None
41.72652,!,None
41.87093,None,!
41.895,None,Key.shift
42.06301,Key.enter,None
42.159,None,Key.enter
44.51898,Key.left,None
44.64666,None,Key.left
45.2709,Key.enter,None
45.39092,None,Key.enter
