Time,Key pressed,Key released
1.41483,1,None
1.57356,2,None
1.63355,3,None
1.63689,None,1
1.70559,None,2
1.76229,None,3
2.19545,Key.shift,None
2.33553,C,None
2.45584,None,C
2.5036,A,None
2.65954,P,None
2.70741,None,A
2.76,None,P
2.77981,None,Key.shift
2.89242,a,None
3.00074,None,a
3.15846,c,None
3.2189,None,c
3.58051,Key.backspace,None
3.67256,None,Key.backspace
3.86173,b,None
3.96963,None,b
3.97034,c,None
4.06985,None,c
4.28561,Key.shift,None
4.44167,!,None
4.55748,None,!
4.63816,None,Key.shift
4.6863,Key.enter,None
4.82674,None,Key.enter
4.99767,1,None
5.14603,None,1
5.30381,2,None
5.40814,None,2
5.52758,3,None
5.60393,None,3
5.95556,Key.shift,None
6.0916,C,None
6.21168,None,C
6.33152,A,None
6.51142,None,A
6.72747,P,None
6.83544,None,P
6.89619,None,Key.shift
7.00131,a,None
7.12178,None,a
7.30145,b,None
7.40135,None,b
7.40199,c,None
7.49765,None,c
7.72977,Key.shift,None
7.87029,!,None
7.99478,None,!
8.05099,None,Key.shift
8.14853,Key.enter,None
8.28068,None,Key.enter
8.35485,1,None
8.51878,None,1
8.55221,2,None
8.67286,3,None
8.70049,None,2
8.78084,None,3
9.05964,Key.shift,None
9.25951,C,None
9.36316,None,C
9.49156,A,None
9.59158,P,None
9.63941,None,A
9.70351,None,P
9.74397,None,Key.shift
9.8665,a,None
9.97848,None,a
10.03684,b,None
10.11661,c,None
10.15677,None,b
10.19688,None,c
10.4255,Key.shift,None
10.55369,!,None
10.67325,None,!
10.73785,None,Key.shift
10.82045,Key.enter,None
10.94914,None,Key.enter
11.05755,1,None
11.21377,None,1
11.30054,2,None
11.44495,None,2
11.46978,3,None
11.5588,None,3
11.84463,Key.shift,None
12.05643,C,None
12.16855,None,C
12.25662,A,None
12.37254,None,A
12.47666,P,None
12.57643,None,P
12.67326,None,Key.shift
12.76962,a,None
12.85271,None,a
12.93118,b,None
13.03988,None,b
13.04061,c,None
13.12805,None,c
13.37658,Key.shift,None
13.53251,!,None
13.6605,None,!
13.75272,None,Key.shift
13.8325,Key.enter,None
13.98466,None,Key.enter
14.04515,1,None
14.18972,None,1
14.25647,2,None
14.39282,None,2
14.46433,3,None
14.54069,None,3
14.86461,Key.shift,None
15.01659,C,None
15.14049,None,C
15.28452,A,None
15.42049,None,A
15.45586,P,None
15.55646,None,P
15.62852,None,Key.shift
15.75057,a,None
15.85469,None,a
15.87553,b,None
15.97172,None,b
15.99054,c,None
16.06677,None,c
16.30057,Key.shift,None
16.4846,!,None
16.59659,None,!
16.66498,None,Key.shift
16.79607,Key.enter,None
16.9327,None,Key.enter
17.01826,1,None
17.16674,None,1
17.23142,2,None
17.41554,3,None
17.41879,None,2
17.53178,None,3
17.87769,Key.shift,None
18.04552,C,None
18.16157,None,C
18.23339,A,None
18.37749,P,None
18.40526,None,A
18.4735,None,Key.shift
18.49361,None,p
18.59666,a,None
18.7209,None,a
18.73749,b,None
18.84953,None,b
18.86175,c,None
18.94962,None,c
19.14048,Key.shift,None
19.3285,!,None
19.47648,None,!
19.54078,None,Key.shift
19.64543,Key.enter,None
19.75379,None,Key.enter
19.90353,1,None
20.10023,None,1
20.14242,2,None
20.31043,3,None
20.33447,None,2
20.43081,None,3
20.75854,Key.shift,None
20.89453,C,None
21.01025,None,C
21.12244,A,None
21.23843,P,None
21.29064,None,A
21.34649,None,P
21.37077,None,Key.shift
21.49453,a,None
21.59846,b,None
21.60612,None,a
21.7147,None,b
21.75064,c,None
21.80633,None,c
22.01854,Key.shift,None
22.46241,!,None
22.58252,None,!
22.67474,None,Key.shift
23.14855,Key.enter,None
23.27263,None,Key.enter
29.52469,1,None
29.6642,2,None
29.73611,None,1
29.78488,3,None
29.82037,None,2
29.8726,None,3
30.23137,Key.shift,None
30.33956,C,None
30.47118,None,C
30.58744,A,None
30.71546,P,None
30.78334,None,A
30.84334,None,P
30.85969,None,Key.shift
31.02744,a,None
31.14359,None,a
31.20124,b,None
31.32119,c,None
31.33364,None,b
31.39776,None,c
31.67047,Key.shift,None
31.8465,!,None
31.9465,None,!
32.02686,None,Key.shift
32.18509,Key.enter,None
32.30564,None,Key.enter
32.4304,1,None
32.60644,2,None
32.6345,None,1
32.76257,3,None
32.79867,None,2
32.87076,None,3
33.23944,Key.shift,None
33.3914,C,None
33.51937,None,C
33.71976,A,None
33.86732,None,A
34.14326,P,None
34.26774,None,P
34.34795,None,Key.shift
34.52738,a,None
34.65944,None,a
34.77129,b,None
34.93145,None,b
35.36736,c,None
35.48007,None,c
35.78841,Key.shift,None
36.0324,!,None
36.18442,None,!
36.31672,None,Key.shift
40.51449,Key.enter,None
40.67443,None,Key.enter
40.95133,1,None
41.10374,2,None
41.20288,None,1
41.29173,3,None
41.35137,None,2
41.38356,None,3
41.80156,Key.shift,None
41.94531,C,None
42.06131,None,C
42.23734,A,None
42.43762,P,None
42.45787,None,A
42.55732,None,Key.shift
42.56515,None,p
42.76938,a,None
42.92953,None,a
43.12632,b,None
43.26249,c,None
43.26971,None,b
43.36686,None,c
43.62743,Key.shift,None
43.89953,!,None
44.05936,None,!
44.13161,None,Key.shift
