Time,Key pressed,Key released
1.70675,1,None
2.23642,None,1
2.34926,2,None
2.70832,None,2
2.81975,3,None
3.35634,None,3
3.46977,Key.shift,None
3.48005,C,None
3.74427,None,Key.shift
3.75559,None,c
3.86852,Key.shift,None
3.88312,A,None
4.15824,None,Key.shift
4.16967,None,a
4.28251,Key.shift,None
4.29414,P,None
4.90935,None,Key.shift
4.92034,None,p
5.03246,a,None
5.5451,None,a
5.65814,b,None
6.14899,None,b
6.26106,c,None
6.92676,None,c
7.03918,Key.shift,None
7.05106,!,None
7.28377,None,Key.shift
7.29512,None,1
9.21955,Key.enter,None
9.2303,None,Key.enter
9.34232,1,None
9.64048,None,1
9.75235,2,None
10.06589,None,2
10.1765,3,None
10.48898,None,3
10.60026,Key.shift,None
10.61197,C,None
11.18999,None,Key.shift
11.20124,None,c
11.31414,Key.shift,None
11.32433,A,None
11.57892,None,Key.shift
11.59021,None,a
11.7029,Key.shift,None
11.71423,P,None
12.20812,None,Key.shift
12.219,None,p
12.3312,a,None
12.91334,None,a
13.02489,b,None
13.47286,None,b
13.58568,c,None
13.86101,None,c
13.9725,Key.shift,None
13.98395,!,None
14.17991,None,Key.shift
14.1914,None,1
16.10473,Key.enter,None
16.11577,None,Key.enter
16.22741,1,None
16.93851,None,1
17.05017,2,None
17.32693,None,2
17.43918,3,None
18.04484,None,3
18.15606,Key.shift,None
18.16662,C,None
18.43763,None,Key.shift
18.44795,None,c
18.55947,Key.shift,None
18.5703,A,None
18.91573,None,Key.shift
18.92616,None,a
19.0404,Key.shift,None
19.05229,P,None
19.39939,None,Key.shift
19.41056,None,p
19.5215,a,None
19.72535,None,a
19.83777,b,None
20.27038,None,b
20.38191,c,None
20.59746,None,c
20.70873,Key.shift,None
20.72191,!,None
21.42484,None,Key.shift
21.43565,None,1
23.54407,Key.enter,None
23.55575,None,Key.enter
23.66791,1,None
23.90478,None,1
24.01687,2,None
24.16455,None,2
24.27847,3,None
24.74543,None,3
24.85693,Key.shift,None
24.86802,C,None
25.24913,None,Key.shift
25.26027,None,c
25.37158,Key.shift,None
25.38327,A,None
25.75657,None,Key.shift
25.7679,None,a
25.87971,Key.shift,None
25.89092,P,None
26.05397,None,Key.shift
26.06486,None,p
26.17758,a,None
26.57891,None,a
26.69195,b,None
27.24579,None,b
27.35878,c,None
27.86447,None,c
27.97563,Key.shift,None
27.98724,!,None
28.32955,None,Key.shift
28.33987,None,1
29.30813,Key.enter,None
29.31825,None,Key.enter
29.43127,1,None
29.70395,None,1
29.81673,2,None
30.36133,None,2
30.47406,3,None
30.84756,None,3
30.9604,Key.shift,None
30.9719,C,None
31.52465,None,Key.shift
31.53548,None,c
31.64845,Key.shift,None
31.66047,A,None
31.91548,None,Key.shift
31.92706,None,a
32.03919,Key.shift,None
32.0505,P,None
32.3693,None,Key.shift
32.38066,None,p
32.49225,a,None
32.73097,None,a
32.84369,b,None
33.42018,None,b
33.53248,c,None
34.06539,None,c
34.17702,Key.shift,None
34.18716,!,None
34.58589,None,Key.shift
34.59732,None,1
36.53971,Key.enter,None
36.55035,None,Key.enter
36.6634,1,None
37.26094,None,1
37.37307,2,None
37.6191,None,2
37.73006,3,None
37.92169,None,3
38.03346,Key.shift,None
38.04477,C,None
38.29202,None,Key.shift
38.3034,None,c
38.41647,Key.shift,None
38.42737,A,None
38.64969,None,Key.shift
38.66126,None,a
38.77304,Key.shift,None
38.78435,P,None
39.47103,None,Key.shift
39.48134,None,p
39.59417,a,None
40.08957,None,a
40.20002,b,None
40.61401,None,b
40.72595,c,None
40.92605,None,c
41.03842,Key.shift,None
41.04869,!,None
41.51192,None,Key.shift
41.52266,None,1
42.44479,Key.enter,None
42.45594,None,Key.enter
42.56824,1,None
42.91346,None,1
43.02628,2,None
43.24305,None,2
43.35598,3,None
43.90111,None,3
44.01232,Key.shift,None
44.02355,C,None
44.30013,None,Key.shift
44.31195,None,c
