Time,Key pressed,Key released
1.65576,1,None
2.18338,None,1
2.29685,2,None
2.91019,None,2
3.02264,3,None
3.81883,None,3
3.93118,Key.shift,None
3.94264,C,None
4.204,None,Key.shift
4.21559,None,c
4.32674,Key.shift,None
4.33839,A,None
4.63218,None,Key.shift
4.64385,None,a
4.7546,Key.shift,None
4.76632,P,None
4.99698,None,Key.shift
5.00859,None,p
5.12069,a,None
5.394,None,a
5.50706,b,None
5.88543,None,b
5.99713,c,None
6.37935,None,c
6.49233,Key.shift,None
6.50414,!,None
7.15738,None,Key.shift
7.16753,None,1
9.83559,Key.enter,None
9.84651,None,Key.enter
9.95706,1,None
10.23165,None,1
10.34489,2,None
11.03445,None,2
11.14648,3,None
11.6113,None,3
11.72299,Key.shift,None
11.73324,C,None
12.02842,None,Key.shift
12.03992,None,c
12.15072,Key.shift,None
12.16168,A,None
12.6646,None,Key.shift
12.67595,None,a
12.79007,Key.shift,None
12.80031,P,None
13.24231,None,Key.shift
13.25243,None,p
13.36532,a,None
13.88994,None,a
14.00061,b,None
14.2071,None,b
14.31986,c,None
15.13255,None,c
15.24671,Key.shift,None
15.25843,!,None
16.02038,None,Key.shift
16.03132,None,1
16.8839,Key.enter,None
16.89511,None,Key.enter
17.00671,1,None
17.72745,None,1
17.83929,2,None
18.3975,None,2
18.50888,3,None
18.894,None,3
19.00707,Key.shift,None
19.01699,C,None
19.51606,None,Key.shift
19.52741,None,c
19.64011,Key.shift,None
19.65015,A,None
20.43141,None,Key.shift
20.44343,None,a
20.55493,Key.shift,None
20.56588,P,None
20.7749,None,Key.shift
20.78622,None,p
20.89799,a,None
21.65027,None,a
21.76229,b,None
22.2855,None,b
22.39652,c,None
23.11647,None,c
23.22883,Key.shift,None
23.24028,!,None
23.98459,None,Key.shift
23.99473,None,1
24.70608,Key.enter,None
24.71657,None,Key.enter
24.82805,1,None
25.51644,None,1
25.62823,2,None
26.38792,None,2
26.49929,3,None
26.71619,None,3
26.82864,Key.shift,None
26.84017,C,None
27.42426,None,Key.shift
27.43575,None,c
27.54687,Key.shift,None
27.55816,A,None
28.32642,None,Key.shift
28.33691,None,a
28.44961,Key.shift,None
28.4608,P,None
28.71967,None,Key.shift
28.72797,None,p
28.82793,a,None
29.60113,None,a
29.71285,b,None
30.28045,None,b
30.39324,c,None
30.86523,None,c
30.97735,Key.shift,None
30.98763,!,None
31.35724,None,Key.shift
31.36909,None,1
33.27315,Key.enter,None
33.28491,None,Key.enter
33.39572,1,None
34.14215,None,1
34.25472,2,None
34.48626,None,2
34.59686,3,None
35.04991,None,3
35.16226,Key.shift,None
35.17365,C,None
35.35208,None,Key.shift
35.36264,None,c
35.47493,Key.shift,None
35.48638,A,None
36.00894,None,Key.shift
36.02122,None,a
36.13385,Key.shift,None
36.14515,P,None
36.85542,None,Key.shift
36.86544,None,p
36.98007,a,None
37.67815,None,a
37.79095,b,None
