Time,Key pressed,Key released
1.92017,<97>,None
2.02295,None,<97>
2.11148,<98>,None
2.18859,None,<98>
2.29236,<99>,None
2.37557,None,<99>
2.85328,Key.shift,None
3.07276,C,None
3.14056,None,C
3.26882,A,None
3.42183,None,A
3.609,P,None
3.67789,None,P
4.40918,None,Key.shift
4.61127,a,None
4.71517,None,a
5.40888,b,None
5.47597,None,b
5.74387,c,None
5.85334,None,c
6.22476,Key.shift,None
6.40117,!,None
6.48269,None,!
6.54934,None,Key.shift
7.36948,Key.enter,None
7.4403,None,Key.enter
8.22055,<97>,None
8.31085,None,<97>
8.40209,<98>,None
8.47633,None,<98>
8.6004,<99>,None
8.67774,None,<99>
8.88985,Key.shift,None
9.24014,C,None
9.32685,None,C
9.42634,A,None
9.54417,None,A
9.84673,P,None
9.89446,None,P
9.99585,None,Key.shift
10.33032,a,None
10.46662,None,a
10.79175,b,None
10.85854,None,b
11.06735,c,None
11.14631,None,c
11.9083,Key.shift,None
12.36332,!,None
12.43053,None,!
12.53523,None,Key.shift
13.42899,Key.enter,None
13.51051,None,Key.enter
14.59148,<97>,None
14.66377,None,<97>
14.77842,<98>,None
14.85946,None,<98>
14.95719,<99>,None
15.08528,None,<99>
15.31409,Key.shift,None
15.75529,C,None
15.82299,None,C
15.93129,A,None
16.05914,None,A
16.34386,P,None
16.40207,None,P
16.69361,None,Key.shift
16.99366,a,None
17.11117,None,a
17.82468,b,None
17.89687,None,b
18.39599,c,None
18.47156,None,c
18.81166,Key.shift,None
19.11431,!,None
19.18623,None,!
19.2161,None,Key.shift
20.19031,Key.enter,None
20.26286,None,Key.enter
21.08126,<97>,None
21.16355,None,<97>
21.29273,<98>,None
21.38314,None,<98>
21.49667,<99>,None
21.58108,None,<99>
22.11791,Key.shift,None
22.75364,C,None
22.83197,None,C
22.93402,A,None
23.07278,None,A
23.26206,P,None
23.32943,None,P
23.41501,None,Key.shift
23.62296,a,None
23.73356,None,a
24.75223,b,None
24.83537,None,b
25.11434,c,None
25.19777,None,c
25.59993,Key.shift,None
27.12929,!,None
27.19856,None,!
27.51551,None,Key.shift
29.77063,Key.enter,None
29.83826,None,Key.enter
30.72406,<97>,None
30.81458,None,<97>
30.91278,<98>,None
30.99265,None,<98>
31.09832,<99>,None
31.19573,None,<99>
31.39074,Key.shift,None
31.69829,C,None
31.7704,None,C
31.86268,A,None
31.99972,None,A
32.21671,P,None
32.28438,None,P
32.47047,None,Key.shift
32.69466,a,None
32.8169,None,a
33.00427,b,None
33.08895,None,b
33.37232,c,None
33.46062,None,c
33.70734,Key.shift,None
33.93654,!,None
33.94102,None,Key.shift
33.98904,None,1
34.6452,Key.enter,None
34.72071,None,Key.enter
35.69031,<97>,None
35.77776,None,<97>
35.87232,<98>,None
35.95874,None,<98>
36.03116,<99>,None
36.13272,None,<99>
36.63115,Key.shift,None
36.99385,C,None
37.04108,None,C
37.31661,A,None
37.45013,None,A
37.68385,P,None
37.75626,None,P
37.9268,None,Key.shift
38.3898,a,None
38.50766,None,a
38.67338,b,None
38.72369,None,b
38.94375,c,None
39.04654,None,c
39.36128,Key.shift,None
39.60364,!,None
39.6952,None,!
39.72616,None,Key.shift
40.74997,Key.enter,None
40.81875,None,Key.enter
41.69292,<97>,None
41.78884,None,<97>
41.85483,<98>,None
41.94534,None,<98>
42.05561,<99>,None
42.15277,None,<99>
42.36913,Key.shift,None
43.11431,C,None
43.1959,None,C
43.38812,A,None
43.51674,None,A
43.88337,P,None
43.94632,None,P
44.01689,None,Key.shift
44.2919,a,None
44.41739,None,a
44.54597,b,None
44.62537,None,b
44.90172,c,None
44.99832,None,c
45.37958,Key.shift,None
45.98418,!,None
46.06274,None,!
46.18813,None,Key.shift
47.97798,Key.enter,None
48.0516,None,Key.enter
48.90015,<97>,None
48.98289,None,<97>
49.09227,<98>,None
49.17459,None,<98>
49.27753,<99>,None
49.38016,None,<99>
49.53577,Key.shift,None
49.98254,C,None
50.05984,None,C
50.20378,A,None
50.34985,None,A
50.48558,P,None
50.5481,None,P
50.76721,None,Key.shift
51.00533,a,None
51.11802,None,a
51.44409,b,None
51.52083,None,b
51.78985,c,None
51.88075,None,c
52.24022,Key.shift,None
53.0048,!,None
53.08642,None,!
53.21446,None,Key.shift
54.05172,Key.enter,None
54.13564,None,Key.enter
55.07883,<97>,None
55.14754,None,<97>
55.26669,<98>,None
55.33954,None,<98>
55.44256,<99>,None
55.5401,None,<99>
56.03837,Key.shift,None
56.57514,C,None
56.63529,None,C
56.79136,A,None
56.91895,None,A
57.10634,P,None
57.17578,None,P
57.33742,None,Key.shift
58.22559,a,None
58.36943,None,a
59.07516,b,None
59.13335,None,b
59.32548,c,None
59.41832,None,c
59.74451,Key.shift,None
60.33242,!,None
60.40587,None,!
60.43096,None,Key.shift
61.3794,Key.enter,None
61.45285,None,Key.enter
62.35961,<97>,None
62.44317,None,<97>
62.55885,<98>,None
62.64105,None,<98>
62.74979,<99>,None
62.84742,None,<99>
63.01626,Key.shift,None
63.69109,C,None
63.7879,None,C
63.93242,A,None
64.13681,None,A
64.31825,P,None
64.3809,None,P
64.74567,None,Key.shift
64.95191,a,None
65.07752,None,a
65.74553,b,None
65.8228,None,b
66.03169,c,None
66.10953,None,c
67.24955,Key.shift,None
67.45358,!,None
67.52132,None,!
67.52433,None,Key.shift
